Dem_Desc,year.quarter,key,value
Entirely rural,2014.4,totwage,288477223
Entirely rural,2015.1,avgemp,30378
Entirely rural,2015.1,avg_estab,3509
Entirely rural,2015.1,totwage,250691000
Entirely rural,2015.2,avgemp,32460
Entirely rural,2015.2,avg_estab,3505
Entirely rural,2015.2,totwage,268314284
Entirely rural,2015.3,avgemp,32453
Entirely rural,2015.3,avg_estab,3442
Entirely rural,2015.3,totwage,273773634
Entirely rural,2015.4,avgemp,32347
Entirely rural,2015.4,avg_estab,3439
Entirely rural,2015.4,totwage,304441646
Entirely rural,2016.1,avgemp,30401
Entirely rural,2016.1,avg_estab,3445
Entirely rural,2016.1,totwage,253070785
Entirely rural,2016.2,avgemp,31910
Entirely rural,2016.2,avg_estab,3468
Entirely rural,2016.2,totwage,274634694
Entirely rural,2016.3,avgemp,31978
Entirely rural,2016.3,avg_estab,3472
Entirely rural,2016.3,totwage,284514168
Entirely rural,2016.4,avgemp,31964
Entirely rural,2016.4,avg_estab,3480
Entirely rural,2016.4,totwage,299335982
Entirely rural,2017.1,avgemp,31150
Entirely rural,2017.1,avg_estab,3472
Entirely rural,2017.1,totwage,275052900
Entirely rural,2017.2,avgemp,32757
Entirely rural,2017.2,avg_estab,3512
Entirely rural,2017.2,totwage,287207261
Entirely rural,2017.3,avgemp,32940
Entirely rural,2017.3,avg_estab,3516
Entirely rural,2017.3,totwage,290835133
Entirely rural,2017.4,avgemp,33039
Entirely rural,2017.4,avg_estab,3535
Entirely rural,2017.4,totwage,319896971
Entirely rural,2018.1,avgemp,31028
Entirely rural,2018.1,avg_estab,3539
Entirely rural,2018.1,totwage,283886649
Entirely rural,2018.2,avgemp,32623
Entirely rural,2018.2,avg_estab,3571
Entirely rural,2018.2,totwage,295312383
Entirely rural,2018.3,avgemp,32575
Entirely rural,2018.3,avg_estab,3600
Entirely rural,2018.3,totwage,296359948
Entirely rural,2018.4,avgemp,32794
Entirely rural,2018.4,avg_estab,3620
Entirely rural,2018.4,totwage,325315986
Entirely rural,2019.1,avgemp,30945
Entirely rural,2019.1,avg_estab,3530
Entirely rural,2019.1,totwage,285688498
Entirely rural,2019.2,avgemp,32590
Entirely rural,2019.2,avg_estab,3556
Entirely rural,2019.2,totwage,302103384
Entirely rural,2019.3,avgemp,32406
Entirely rural,2019.3,avg_estab,3585
Entirely rural,2019.3,totwage,303372493
Entirely rural,2019.4,avgemp,32579
Entirely rural,2019.4,avg_estab,3602
Entirely rural,2019.4,totwage,327313430
Entirely rural,2020.1,avgemp,30525
Entirely rural,2020.1,avg_estab,3550
Entirely rural,2020.1,totwage,292159647
Entirely rural,2020.2,avgemp,28142
Entirely rural,2020.2,avg_estab,3576
Entirely rural,2020.2,totwage,292080133
Entirely rural,2020.3,avgemp,30199
Entirely rural,2020.3,avg_estab,3608
Entirely rural,2020.3,totwage,300674540
Entirely rural,2020.4,avgemp,30448
Entirely rural,2020.4,avg_estab,3628
Entirely rural,2020.4,totwage,350755007
Entirely rural,2021.1,avgemp,28920
Entirely rural,2021.1,avg_estab,3523
Entirely rural,2021.1,totwage,293127131
Entirely rural,2021.2,avgemp,30869
Entirely rural,2021.2,avg_estab,3581
Entirely rural,2021.2,totwage,326257702
Entirely rural,2021.3,avgemp,31009
Entirely rural,2021.3,avg_estab,3599
Entirely rural,2021.3,totwage,330222627
Entirely urban,2001.1,avgemp,1757602
Entirely urban,2001.1,avg_estab,90768
Entirely urban,2001.1,totwage,18354829944
Entirely urban,2001.2,avgemp,1786117
Entirely urban,2001.2,avg_estab,91250
Entirely urban,2001.2,totwage,17868040469
Entirely urban,2001.3,avgemp,1765938
Entirely urban,2001.3,avg_estab,92181
Entirely urban,2001.3,totwage,17262068864
Entirely urban,2001.4,avgemp,1775309
Entirely urban,2001.4,avg_estab,92171
Entirely urban,2001.4,totwage,18852388026
Entirely urban,2002.1,avgemp,1717720
Entirely urban,2002.1,avg_estab,90703
Entirely urban,2002.1,totwage,18110581700
Entirely urban,2002.2,avgemp,1749436
Entirely urban,2002.2,avg_estab,91974
Entirely urban,2002.2,totwage,17846101019
Entirely urban,2002.3,avgemp,1735450
Entirely urban,2002.3,avg_estab,92426
Entirely urban,2002.3,totwage,17565113861
Entirely urban,2002.4,avgemp,1759059
Entirely urban,2002.4,avg_estab,92407
Entirely urban,2002.4,totwage,19101527362
Entirely urban,2003.1,avgemp,1710384
Entirely urban,2003.1,avg_estab,91770
Entirely urban,2003.1,totwage,18390201981
Entirely urban,2003.2,avgemp,1752480
Entirely urban,2003.2,avg_estab,93023
Entirely urban,2003.2,totwage,18344329689
Entirely urban,2003.3,avgemp,1734252
Entirely urban,2003.3,avg_estab,93026
Entirely urban,2003.3,totwage,18328346958
Entirely urban,2003.4,avgemp,1756130
Entirely urban,2003.4,avg_estab,93726
Entirely urban,2003.4,totwage,19640862216
Entirely urban,2004.1,avgemp,1710025
Entirely urban,2004.1,avg_estab,92943
Entirely urban,2004.1,totwage,19399911836
Entirely urban,2004.2,avgemp,1766623
Entirely urban,2004.2,avg_estab,94033
Entirely urban,2004.2,totwage,18991021422
Entirely urban,2004.3,avgemp,1755321
Entirely urban,2004.3,avg_estab,94344
Entirely urban,2004.3,totwage,19086743140
Entirely urban,2004.4,avgemp,1780642
Entirely urban,2004.4,avg_estab,95133
Entirely urban,2004.4,totwage,21521214316
Entirely urban,2005.1,avgemp,1731264
Entirely urban,2005.1,avg_estab,94488
Entirely urban,2005.1,totwage,19819023955
Entirely urban,2005.2,avgemp,1783940
Entirely urban,2005.2,avg_estab,97804
Entirely urban,2005.2,totwage,19661346331
Entirely urban,2005.3,avgemp,1787963
Entirely urban,2005.3,avg_estab,99289
Entirely urban,2005.3,totwage,20488490064
Entirely urban,2005.4,avgemp,1809086
Entirely urban,2005.4,avg_estab,99715
Entirely urban,2005.4,totwage,21157740359
Entirely urban,2006.1,avgemp,1770008
Entirely urban,2006.1,avg_estab,100394
Entirely urban,2006.1,totwage,21486700777
Entirely urban,2006.2,avgemp,1815510
Entirely urban,2006.2,avg_estab,100964
Entirely urban,2006.2,totwage,20724990108
Entirely urban,2006.3,avgemp,1806138
Entirely urban,2006.3,avg_estab,98097
Entirely urban,2006.3,totwage,20536262379
Entirely urban,2006.4,avgemp,1821833
Entirely urban,2006.4,avg_estab,98829
Entirely urban,2006.4,totwage,22105159189
Entirely urban,2007.1,avgemp,1778495
Entirely urban,2007.1,avg_estab,96244
Entirely urban,2007.1,totwage,22790698332
Entirely urban,2007.2,avgemp,1822419
Entirely urban,2007.2,avg_estab,97125
Entirely urban,2007.2,totwage,22081946849
Entirely urban,2007.3,avgemp,1816409
Entirely urban,2007.3,avg_estab,96546
Entirely urban,2007.3,totwage,21664173138
Entirely urban,2007.4,avgemp,1829835
Entirely urban,2007.4,avg_estab,96806
Entirely urban,2007.4,totwage,23392649990
Entirely urban,2008.1,avgemp,1781033
Entirely urban,2008.1,avg_estab,95898
Entirely urban,2008.1,totwage,23677049548
Entirely urban,2008.2,avgemp,1813597
Entirely urban,2008.2,avg_estab,96615
Entirely urban,2008.2,totwage,22266983578
Entirely urban,2008.3,avgemp,1805209
Entirely urban,2008.3,avg_estab,95048
Entirely urban,2008.3,totwage,22512840315
Entirely urban,2008.4,avgemp,1803447
Entirely urban,2008.4,avg_estab,95227
Entirely urban,2008.4,totwage,23651293270
Entirely urban,2009.1,avgemp,1724681
Entirely urban,2009.1,avg_estab,92805
Entirely urban,2009.1,totwage,22036386415
Entirely urban,2009.2,avgemp,1739504
Entirely urban,2009.2,avg_estab,91687
Entirely urban,2009.2,totwage,21064407566
Entirely urban,2009.3,avgemp,1713280
Entirely urban,2009.3,avg_estab,91429
Entirely urban,2009.3,totwage,20604073096
Entirely urban,2009.4,avgemp,1725213
Entirely urban,2009.4,avg_estab,91292
Entirely urban,2009.4,totwage,23083844606
Entirely urban,2010.1,avgemp,1678007
Entirely urban,2010.1,avg_estab,89845
Entirely urban,2010.1,totwage,21488926951
Entirely urban,2010.2,avgemp,1731937
Entirely urban,2010.2,avg_estab,90391
Entirely urban,2010.2,totwage,21712702717
Entirely urban,2010.3,avgemp,1724443
Entirely urban,2010.3,avg_estab,90640
Entirely urban,2010.3,totwage,21628061389
Entirely urban,2010.4,avgemp,1743692
Entirely urban,2010.4,avg_estab,90566
Entirely urban,2010.4,totwage,24647597503
Entirely urban,2011.1,avgemp,1705878
Entirely urban,2011.1,avg_estab,89798
Entirely urban,2011.1,totwage,23210322278
Entirely urban,2011.2,avgemp,1757871
Entirely urban,2011.2,avg_estab,90746
Entirely urban,2011.2,totwage,22825087452
Entirely urban,2011.3,avgemp,1755381
Entirely urban,2011.3,avg_estab,91212
Entirely urban,2011.3,totwage,23072532713
Entirely urban,2011.4,avgemp,1777486
Entirely urban,2011.4,avg_estab,91177
Entirely urban,2011.4,totwage,23895395272
Entirely urban,2012.1,avgemp,1738635
Entirely urban,2012.1,avg_estab,90527
Entirely urban,2012.1,totwage,25081012417
Entirely urban,2012.2,avgemp,1788178
Entirely urban,2012.2,avg_estab,88301
Entirely urban,2012.2,totwage,23365305197
Entirely urban,2012.3,avgemp,1784225
Entirely urban,2012.3,avg_estab,88575
Entirely urban,2012.3,totwage,23361432473
Entirely urban,2012.4,avgemp,1808241
Entirely urban,2012.4,avg_estab,88927
Entirely urban,2012.4,totwage,25579304674
Entirely urban,2013.1,avgemp,1776136
Entirely urban,2013.1,avg_estab,88203
Entirely urban,2013.1,totwage,25834430961
Entirely urban,2013.2,avgemp,1821130
Entirely urban,2013.2,avg_estab,88878
Entirely urban,2013.2,totwage,24231890042
Entirely urban,2013.3,avgemp,1817653
Entirely urban,2013.3,avg_estab,89623
Entirely urban,2013.3,totwage,24369660419
Entirely urban,2013.4,avgemp,1841080
Entirely urban,2013.4,avg_estab,88265
Entirely urban,2013.4,totwage,25876064403
Entirely urban,2014.1,avgemp,1797774
Entirely urban,2014.1,avg_estab,88128
Entirely urban,2014.1,totwage,27013219519
Entirely urban,2014.2,avgemp,1845811
Entirely urban,2014.2,avg_estab,88018
Entirely urban,2014.2,totwage,25017304519
Entirely urban,2014.3,avgemp,1843639
Entirely urban,2014.3,avg_estab,87945
Entirely urban,2014.3,totwage,25295734680
Entirely urban,2014.4,avgemp,1864376
Entirely urban,2014.4,avg_estab,87899
Entirely urban,2014.4,totwage,27210211494
Entirely urban,2015.1,avgemp,1829188
Entirely urban,2015.1,avg_estab,87209
Entirely urban,2015.1,totwage,28757795765
Entirely urban,2015.2,avgemp,1883252
Entirely urban,2015.2,avg_estab,86993
Entirely urban,2015.2,totwage,26320856716
Entirely urban,2015.3,avgemp,1879632
Entirely urban,2015.3,avg_estab,85069
Entirely urban,2015.3,totwage,26417345696
Entirely urban,2015.4,avgemp,1898936
Entirely urban,2015.4,avg_estab,85256
Entirely urban,2015.4,totwage,29001368323
Entirely urban,2016.1,avgemp,1864788
Entirely urban,2016.1,avg_estab,84800
Entirely urban,2016.1,totwage,28829205380
Entirely urban,2016.2,avgemp,1911456
Entirely urban,2016.2,avg_estab,85564
Entirely urban,2016.2,totwage,27163303151
Entirely urban,2016.3,avgemp,1916657
Entirely urban,2016.3,avg_estab,86119
Entirely urban,2016.3,totwage,28585602236
Entirely urban,2016.4,avgemp,1935951
Entirely urban,2016.4,avg_estab,86771
Entirely urban,2016.4,totwage,29151526300
Entirely urban,2017.1,avgemp,1909555
Entirely urban,2017.1,avg_estab,87665
Entirely urban,2017.1,totwage,31935549247
Entirely urban,2017.2,avgemp,1949553
Entirely urban,2017.2,avg_estab,89523
Entirely urban,2017.2,totwage,28825531166
Entirely urban,2017.3,avgemp,1947895
Entirely urban,2017.3,avg_estab,90450
Entirely urban,2017.3,totwage,28409347079
Entirely urban,2017.4,avgemp,1968485
Entirely urban,2017.4,avg_estab,91466
Entirely urban,2017.4,totwage,30682508223
Entirely urban,2018.1,avgemp,1937943
Entirely urban,2018.1,avg_estab,91777
Entirely urban,2018.1,totwage,32956963874
Entirely urban,2018.2,avgemp,1973294
Entirely urban,2018.2,avg_estab,93396
Entirely urban,2018.2,totwage,30057311989
Entirely urban,2018.3,avgemp,1974477
Entirely urban,2018.3,avg_estab,94619
Entirely urban,2018.3,totwage,30014609671
Entirely urban,2018.4,avgemp,1992852
Entirely urban,2018.4,avg_estab,95574
Entirely urban,2018.4,totwage,32117600958
Entirely urban,2019.1,avgemp,1951760
Entirely urban,2019.1,avg_estab,93520
Entirely urban,2019.1,totwage,33870072440
Entirely urban,2019.2,avgemp,1992639
Entirely urban,2019.2,avg_estab,95037
Entirely urban,2019.2,totwage,31090033060
Entirely urban,2019.3,avgemp,1990172
Entirely urban,2019.3,avg_estab,96248
Entirely urban,2019.3,totwage,31111789506
Entirely urban,2019.4,avgemp,2004778
Entirely urban,2019.4,avg_estab,97369
Entirely urban,2019.4,totwage,33380299478
Entirely urban,2020.1,avgemp,1964210
Entirely urban,2020.1,avg_estab,95763
Entirely urban,2020.1,totwage,34799818506
Entirely urban,2020.2,avgemp,1737974
Entirely urban,2020.2,avg_estab,96933
Entirely urban,2020.2,totwage,29608616587
Entirely urban,2020.3,avgemp,1816625
Entirely urban,2020.3,avg_estab,98627
Entirely urban,2020.3,totwage,30251739193
Entirely urban,2020.4,avgemp,1855216
Entirely urban,2020.4,avg_estab,100009
Entirely urban,2020.4,totwage,34755032873
Entirely urban,2021.1,avgemp,1828885
Entirely urban,2021.1,avg_estab,96307
Entirely urban,2021.1,totwage,33780528063
Entirely urban,2021.2,avgemp,1884227
Entirely urban,2021.2,avg_estab,98038
Entirely urban,2021.2,totwage,33109815694
Entirely urban,2021.3,avgemp,1888927
Entirely urban,2021.3,avg_estab,99134
Entirely urban,2021.3,totwage,33083518013
Town/rural mix,2001.1,avgemp,320615
Town/rural mix,2001.1,avg_estab,23941
Town/rural mix,2001.1,totwage,2004428713
Town/rural mix,2001.2,avgemp,335252
Town/rural mix,2001.2,avg_estab,24080
Town/rural mix,2001.2,totwage,2078339531
Town/rural mix,2001.3,avgemp,333054
Town/rural mix,2001.3,avg_estab,24246
Town/rural mix,2001.3,totwage,2066030314
Town/rural mix,2001.4,avgemp,329692
Town/rural mix,2001.4,avg_estab,24213
Town/rural mix,2001.4,totwage,2206267100
Town/rural mix,2002.1,avgemp,318068
Town/rural mix,2002.1,avg_estab,24037
Town/rural mix,2002.1,totwage,2036140578
Town/rural mix,2002.2,avgemp,336103
Town/rural mix,2002.2,avg_estab,24359
Town/rural mix,2002.2,totwage,2157164995
Town/rural mix,2002.3,avgemp,336837
Town/rural mix,2002.3,avg_estab,24447
Town/rural mix,2002.3,totwage,2186180374
Town/rural mix,2002.4,avgemp,332685
Town/rural mix,2002.4,avg_estab,24384
Town/rural mix,2002.4,totwage,2304993673
Town/rural mix,2003.1,avgemp,319646
Town/rural mix,2003.1,avg_estab,24356
Town/rural mix,2003.1,totwage,2110890991
Town/rural mix,2003.2,avgemp,336971
Town/rural mix,2003.2,avg_estab,24607
Town/rural mix,2003.2,totwage,2211667114
Town/rural mix,2003.3,avgemp,335243
Town/rural mix,2003.3,avg_estab,24632
Town/rural mix,2003.3,totwage,2227333374
Town/rural mix,2003.4,avgemp,332464
Town/rural mix,2003.4,avg_estab,24636
Town/rural mix,2003.4,totwage,2383957218
Town/rural mix,2004.1,avgemp,319589
Town/rural mix,2004.1,avg_estab,24596
Town/rural mix,2004.1,totwage,2164671766
Town/rural mix,2004.2,avgemp,341380
Town/rural mix,2004.2,avg_estab,24893
Town/rural mix,2004.2,totwage,2303551009
Town/rural mix,2004.3,avgemp,339177
Town/rural mix,2004.3,avg_estab,24958
Town/rural mix,2004.3,totwage,2340763460
Town/rural mix,2004.4,avgemp,338320
Town/rural mix,2004.4,avg_estab,25039
Town/rural mix,2004.4,totwage,2574576457
Town/rural mix,2005.1,avgemp,322716
Town/rural mix,2005.1,avg_estab,24919
Town/rural mix,2005.1,totwage,2188824785
Town/rural mix,2005.2,avgemp,341369
Town/rural mix,2005.2,avg_estab,25751
Town/rural mix,2005.2,totwage,2342054334
Town/rural mix,2005.3,avgemp,343959
Town/rural mix,2005.3,avg_estab,26048
Town/rural mix,2005.3,totwage,2460625044
Town/rural mix,2005.4,avgemp,340691
Town/rural mix,2005.4,avg_estab,26043
Town/rural mix,2005.4,totwage,2542040695
Town/rural mix,2006.1,avgemp,330337
Town/rural mix,2006.1,avg_estab,26182
Town/rural mix,2006.1,totwage,2422652000
Town/rural mix,2006.2,avgemp,344991
Town/rural mix,2006.2,avg_estab,26445
Town/rural mix,2006.2,totwage,2478437006
Town/rural mix,2006.3,avgemp,343637
Town/rural mix,2006.3,avg_estab,25807
Town/rural mix,2006.3,totwage,2462932214
Town/rural mix,2006.4,avgemp,340583
Town/rural mix,2006.4,avg_estab,25891
Town/rural mix,2006.4,totwage,2626363476
Town/rural mix,2007.1,avgemp,327774
Town/rural mix,2007.1,avg_estab,25249
Town/rural mix,2007.1,totwage,2443837048
Town/rural mix,2007.2,avgemp,344143
Town/rural mix,2007.2,avg_estab,25544
Town/rural mix,2007.2,totwage,2565005017
Town/rural mix,2007.3,avgemp,344640
Town/rural mix,2007.3,avg_estab,25386
Town/rural mix,2007.3,totwage,2561962027
Town/rural mix,2007.4,avgemp,342117
Town/rural mix,2007.4,avg_estab,25422
Town/rural mix,2007.4,totwage,2755892882
Town/rural mix,2008.1,avgemp,330218
Town/rural mix,2008.1,avg_estab,25318
Town/rural mix,2008.1,totwage,2596323413
Town/rural mix,2008.2,avgemp,345109
Town/rural mix,2008.2,avg_estab,25517
Town/rural mix,2008.2,totwage,2663830915
Town/rural mix,2008.3,avgemp,345632
Town/rural mix,2008.3,avg_estab,25308
Town/rural mix,2008.3,totwage,2727882476
Town/rural mix,2008.4,avgemp,341759
Town/rural mix,2008.4,avg_estab,25279
Town/rural mix,2008.4,totwage,2831180337
Town/rural mix,2009.1,avgemp,321399
Town/rural mix,2009.1,avg_estab,24706
Town/rural mix,2009.1,totwage,2526300864
Town/rural mix,2009.2,avgemp,333662
Town/rural mix,2009.2,avg_estab,24623
Town/rural mix,2009.2,totwage,2569668166
Town/rural mix,2009.3,avgemp,332274
Town/rural mix,2009.3,avg_estab,24580
Town/rural mix,2009.3,totwage,2579627250
Town/rural mix,2009.4,avgemp,330525
Town/rural mix,2009.4,avg_estab,24543
Town/rural mix,2009.4,totwage,2828719608
Town/rural mix,2010.1,avgemp,314217
Town/rural mix,2010.1,avg_estab,24319
Town/rural mix,2010.1,totwage,2456122693
Town/rural mix,2010.2,avgemp,332971
Town/rural mix,2010.2,avg_estab,24485
Town/rural mix,2010.2,totwage,2638218218
Town/rural mix,2010.3,avgemp,333964
Town/rural mix,2010.3,avg_estab,24559
Town/rural mix,2010.3,totwage,2699687873
Town/rural mix,2010.4,avgemp,331269
Town/rural mix,2010.4,avg_estab,24543
Town/rural mix,2010.4,totwage,2911856348
Town/rural mix,2011.1,avgemp,317384
Town/rural mix,2011.1,avg_estab,24469
Town/rural mix,2011.1,totwage,2572847000
Town/rural mix,2011.2,avgemp,335477
Town/rural mix,2011.2,avg_estab,24714
Town/rural mix,2011.2,totwage,2704787768
Town/rural mix,2011.3,avgemp,336356
Town/rural mix,2011.3,avg_estab,24778
Town/rural mix,2011.3,totwage,2841121856
Town/rural mix,2011.4,avgemp,333640
Town/rural mix,2011.4,avg_estab,24763
Town/rural mix,2011.4,totwage,2899452930
Town/rural mix,2012.1,avgemp,319618
Town/rural mix,2012.1,avg_estab,24539
Town/rural mix,2012.1,totwage,2753777788
Town/rural mix,2012.2,avgemp,337575
Town/rural mix,2012.2,avg_estab,24176
Town/rural mix,2012.2,totwage,2804398013
Town/rural mix,2012.3,avgemp,338616
Town/rural mix,2012.3,avg_estab,24221
Town/rural mix,2012.3,totwage,2843837748
Town/rural mix,2012.4,avgemp,335899
Town/rural mix,2012.4,avg_estab,24228
Town/rural mix,2012.4,totwage,3039037920
Town/rural mix,2013.1,avgemp,322354
Town/rural mix,2013.1,avg_estab,24084
Town/rural mix,2013.1,totwage,2816793968
Town/rural mix,2013.2,avgemp,339198
Town/rural mix,2013.2,avg_estab,24238
Town/rural mix,2013.2,totwage,2904767514
Town/rural mix,2013.3,avgemp,340709
Town/rural mix,2013.3,avg_estab,24341
Town/rural mix,2013.3,totwage,2997686479
Town/rural mix,2013.4,avgemp,338322
Town/rural mix,2013.4,avg_estab,23727
Town/rural mix,2013.4,totwage,3170316667
Town/rural mix,2014.1,avgemp,324808
Town/rural mix,2014.1,avg_estab,23650
Town/rural mix,2014.1,totwage,2915103203
Town/rural mix,2014.2,avgemp,342345
Town/rural mix,2014.2,avg_estab,23682
Town/rural mix,2014.2,totwage,2987007873
Town/rural mix,2014.3,avgemp,343853
Town/rural mix,2014.3,avg_estab,23646
Town/rural mix,2014.3,totwage,3105829443
Town/rural mix,2014.4,avgemp,341235
Town/rural mix,2014.4,avg_estab,23601
Town/rural mix,2014.4,totwage,3289889500
Town/rural mix,2015.1,avgemp,327519
